id,title,abstract,tags
day2024esoph,Esophageal chemoradiotherapy with concurrent nivolumab: Pilot results in the palliative treatment of oligometastatic disease,"<jats:title>Abstract</jats:title><jats:sec><jats:title>Aims</jats:title><jats:p>Many patients diagnosed with esophageal cancer have dysphagia from their primary tumor and <jats:italic>de novo</jats:italic> metastatic disease. The purpose of this study was to test the safety and efficacy of nivolumab given concurrently with hypofractionated chemoradiotherapy to patients with oligometastatic and obstructing esophageal tumors.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>Patients were enrolled in a planned single‐arm, phase 2 clinical trial. Eligible participants had previously untreated oligometastatic (≤5 metastases on fludeoxyglucose‐18 positron emission tomography scan outside the primary tumor radiotherapy field) esophageal or gastroesophageal carcinoma, dysphagia, and Eastern Cooperative Oncology Group performance status 0–1. Treatment was with 2 weeks of concurrent hypofractionated radiotherapy (30 Gy/10#) to the primary tumor, weekly carboplatin AUC2, weekly paclitaxel 50 mg/m<jats:sup>2</jats:sup>, and q2weekly nivolumab 240 mg, followed by nivolumab 480 mg continuing q4weekly until disease progression or 24 months total. A single metastasis was treated with stereotactic radiotherapy (SBRT) (24 Gy/3#) in week 7.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>Five patients were recruited before trial closure to new participants for logistical reasons. Existing participants continued treatment per protocol as a pilot study at one center. All five patients completed chemoradioimmunotherapy and SBRT. All patients derived an improvement in their dysphagia. Two patients completed 24 months of nivolumab without disease progression. Grade 3 adverse events (AEs) occurred in 3 patients, however, there were no grade 4 AEs, AEs due to SBRT, or AEs of special interest as defined by the protocol.</jats:p></jats:sec><jats:sec><jats:title>Conclusion</jats:title><jats:p>Pilot results from five patients at one center found that treatment was well tolerated and effective for dysphagia relief. The efficacy of hypofractionated chemoradiotherapy with concurrent checkpoint inhibition should be tested in a multicentre study.</jats:p></jats:sec>","Cancer, Checkpoint Inhibition, Clinical Trial, Dysphagia, Radiotherapy"
degouveiabelinelo2021mater,Maternal asthma is associated with reduced lung function in male infants in a combined analysis of the BLT and BILD cohorts,"<jats:sec><jats:title>Rationale</jats:title><jats:p>Asthma in pregnancy is associated with respiratory diseases in the offspring.</jats:p></jats:sec><jats:sec><jats:title>Objective</jats:title><jats:p>To investigate if maternal asthma is associated with lung function in early life.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>Data on lung function measured at 5–6 weeks of age were combined from two large birth cohorts: the Bern Infant Lung Development (BILD) and the Australian Breathing for Life Trial (BLT) birth cohorts conducted at three study sites (Bern, Switzerland; Newcastle and Sydney, Australia). The main outcome variable was time to reach peak tidal expiratory flow as a percentage of total expiratory time(tPTEF:tE%). Bayesian linear hierarchical regression analyses controlling for study site as random effect were performed to estimate the effect of maternal asthma on the main outcome, adjusting for sex, birth order, breast feeding, weight gain and gestational age. In separate adjusted Bayesian models an interaction between maternal asthma and sex was investigated by including an interaction term.</jats:p></jats:sec><jats:sec><jats:title>Measurements and main results</jats:title><jats:p>All 406 BLT infants were born to mothers with asthma in pregnancy, while 193 of the 213 (91%) BILD infants were born to mothers without asthma. A significant interaction between maternal asthma and male sex was negatively associated with tPTEF:tE% (intercept 37.5; estimate: –3.5; 95% credible interval –6.8 to –0.1). Comparing the model posterior probabilities provided decisive evidence in favour of an interaction between maternal asthma and male sex (Bayes factor 33.5).</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>Maternal asthma is associated with lower lung function in male babies, which may have lifelong implications on their lung function trajectories and future risk of wheezing and asthma.</jats:p></jats:sec>","Asthma, Bayesian Analysis, Infants, Lung Function, Pregnancy"
delahunt2020perin,Perineural invasion by prostate adenocarcinoma in needle biopsies predicts bone metastasis: Ten year data from the TROG 03.04 RADAR Trial,"<jats:sec><jats:title>Aims</jats:title><jats:p>Perineural invasion (PNI) by prostatic adenocarcinoma is debated as a prognostic parameter. This study investigates the prognostic predictive value of PNI in a series of patients with locally advanced prostate cancer treated with radiotherapy and androgen deprivation using 10 years outcome data from the TROG 03.04 RADAR trial.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>Diagnostic prostate biopsies from 976 patients were reviewed and the presence of PNI noted. Patients were followed for 10 years according to the trial protocol or until death. The primary endpoint for the study was time to bone metastasis. Secondary endpoints included time to soft tissue metastasis, transition to castration resistance, prostate cancer‐specific mortality and all‐cause mortality.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>PNI was detected in 449 cases (46%), with 234 cases (24%) having PNI in more than one core. The presence of PNI was significantly associated with higher ISUP grade, clinical T staging category, National Comprehensive Cancer Network risk group, and percent positive biopsy cores. The cumulative probability of bone metastases according to PNI status was significant over the 10 years follow‐up interval of the study (log‐rank test <jats:italic>P</jats:italic> &lt; 0.0001). PNI was associated with all endpoints on univariable analysis. After adjusting for baseline clinicopathological and treatment factors, bone metastasis was the only endpoint in which PNI retained its prognostic significance (hazard ratio 1.42, 95% confidence interval 1.05–1.92, <jats:italic>P</jats:italic> = 0.021).</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>The association between PNI and the development of bone metastases supports the inclusion of this parameter as a component of the routine histology report. Further this association suggests that evaluation of PNI may assist in selecting those patients who should be monitored more closely during follow‐up.</jats:p></jats:sec>","Cancer, Diagnostic Testing, Survival Analysis"
denham2019devel,Development of an online secondary prevention programme for stroke survivors: Prevent 2nd Stroke,"<jats:sec><jats:title>Background</jats:title><jats:p>Stroke events often result in long-term negative health outcomes. People who experience a first stroke event are 30%–40% more likely to experience a second stroke event within 5 years. An online secondary prevention programme for stroke survivors may help stroke survivors improve their health risk behaviours and lower their risk of a second stroke.</jats:p></jats:sec><jats:sec><jats:title>Objectives</jats:title><jats:p>This paper describes the development and early iteration testing of the usability and acceptability of an online secondary prevention programme for stroke survivors (Prevent 2nd Stroke, P2S). P2S aims to address six modifiable health risk behaviours of stroke: blood pressure, physical activity, nutrition, depression and anxiety, smoking, and alcohol consumption.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>P2S was developed as an eight-module online secondary prevention programme for stroke survivors. Modelled on the DoTTI (Design and development, Testing early iterations, Testing for effectiveness, Integration and implementation) framework for the development of online programmes, the following stages were followed during programme development: (1) content development and design; and (2) testing early iteration. The programme was pilot-tested with 15 stroke survivors who assessed P2S on usability and acceptability.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>In stage 1, experts provided input for the content development of P2S. In stage 2, 15 stroke survivors were recruited for usability testing of P2S. They reported high ratings of usability and acceptability of P2S. P2S was generally regarded as ‘easy to use’ and ‘relevant to stroke survivors’. Participants also largely agreed that it was appropriate to offer lifestyle advice to stroke survivors through the internet.</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>The study found that an online secondary prevention programme was acceptable and easily usable by stroke survivors. The next step is to conduct a randomised controlled trial to assess the effectiveness of the programme regarding behaviour change and determine the cost-effectiveness of the intervention.</jats:p></jats:sec>","Acceptability, Online Intervention, Secondary Prevention, Stroke, Usability Testing"
derekrlaver2017cardi,Cardiac Calcium Release Channel (Ryanodine Receptor 2) Regulation by Halogenated Anesthetics,"<jats:title>Abstract</jats:title>
<jats:sec>
<jats:title>Background</jats:title>
<jats:p>Halogenated anesthetics activate cardiac ryanodine receptor 2–mediated sarcoplasmic reticulum Ca<jats:sup>2+</jats:sup> release, leading to sarcoplasmic reticulum Ca<jats:sup>2+</jats:sup> depletion, reduced cardiac function, and providing cell protection against ischemia-reperfusion injury. Anesthetic activation of ryanodine receptor 2 is poorly defined, leaving aspects of the protective mechanism uncertain.</jats:p>
</jats:sec>
<jats:sec>
<jats:title>Methods</jats:title>
<jats:p>Ryanodine receptor 2 from the sheep heart was incorporated into artificial lipid bilayers, and their gating properties were measured in response to five halogenated anesthetics.</jats:p>
</jats:sec>
<jats:sec>
<jats:title>Results</jats:title>
<jats:p>Each anesthetic rapidly and reversibly activated ryanodine receptor 2, but only from the cytoplasmic side. Relative activation levels were as follows: halothane (approximately 4-fold; n = 8), desflurane and enflurane (approximately 3-fold,n = 9), and isoflurane and sevoflurane (approximately 1.5-fold, n = 7, 10). Half-activating concentrations (<jats:italic toggle=""yes"">K</jats:italic>
<jats:sub>
a
</jats:sub>) were in the range 1.3 to 2.1 mM (1.4 to 2.6 minimum alveolar concentration [MAC]) with the exception of isoflurane (5.3 mM, 6.6 minimum alveolar concentration). Dantrolene (10 μM with 100 nM calmodulin) inhibited ryanodine receptor 2 by 40% but did not alter the <jats:italic toggle=""yes"">K</jats:italic>
<jats:sub>
a
</jats:sub> for halothane activation. Halothane potentiated luminal and cytoplasmic Ca<jats:sup>2+</jats:sup> activation of ryanodine receptor 2 but had no effect on Mg<jats:sup>2+</jats:sup> inhibition. Halothane activated ryanodine receptor 2 in the absence and presence (2 mM) of adenosine triphosphate (ATP). Adenosine, a competitive antagonist to ATP activation of ryanodine receptor 2, did not antagonize halothane activation in the absence of ATP.</jats:p>
</jats:sec>
<jats:sec>
<jats:title>Conclusions</jats:title>
<jats:p>At clinical concentrations (1 MAC), halothane desflurane and enflurane activated ryanodine receptor 2, whereas isoflurane and sevoflurane were ineffective. Dantrolene inhibition of ryanodine receptor 2 substantially negated the activating effects of anesthetics. Halothane acted independently of the adenine nucleotide–binding site on ryanodine receptor 2. The previously observed adenosine antagonism of halothane activation of sarcoplasmic reticulum Ca<jats:sup>2+</jats:sup> release was due to competition between adenosine and ATP, rather than between halothane and ATP.</jats:p>
</jats:sec>","Cardiovascular Disease, Diagnostic Testing, Registries"
dezeeuw2014polyg,Polygenic scores associated with educational attainment in adults predict educational achievement and ADHD symptoms in children,"<jats:title>Genetic College</jats:title>
<jats:p>
Many genomic elements in humans are associated with behavior, including educational attainment. In a genome-wide association study including more than 100,000 samples,
<jats:bold>
Rietveld
<jats:italic>et al.</jats:italic>
</jats:bold>
(p.
<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6139"" page=""1467"" related-article-type=""in-this-issue"" vol=""340"" xlink:href=""10.1126/science.1235488"">1467</jats:related-article>
, published online 30 May; see the Perspective by
<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6139"" page=""1416"" related-article-type=""in-this-issue"" vol=""340"" xlink:href=""10.1126/science.1240684"">
<jats:bold>Flint and Munafò</jats:bold>
</jats:related-article>
) looked for genes related to educational attainment in Caucasians. Small genetic effects at three loci appeared to impact educational attainment.
</jats:p>","Adolescents, Genetic Association Studies, Genomic Association Studies"
ditton2023evalu,Evaluation of an App-Delivered Psychological Flexibility Skill Training Intervention for Medical Student Burnout and Well-being: Randomized Controlled Trial,"<jats:sec><jats:title>Background</jats:title><jats:p>Physician burnout is a common problem, with onset frequently occurring during undergraduate education. Early intervention strategies that train medical students in psychological flexibility skills could support well-being and mitigate burnout risks associated with unmodifiable career stressors. There is a need for randomized controlled trials to assess effectiveness. As psychological flexibility varies contextually and among individuals, tailoring interventions may improve outcomes. Smartphone apps can facilitate individualization and accessibility, and the evaluation of this approach is an identified research priority.</jats:p></jats:sec><jats:sec><jats:title>Objective</jats:title><jats:p>This study aimed to evaluate the effectiveness of a stand-alone app–delivered Acceptance and Commitment Training intervention for improving medical students’ self-reported burnout, well-being, psychological flexibility, and psychological distress outcomes. We aimed to explore whether an individualized app would demonstrate benefits over a nonindividualized version.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>This parallel randomized controlled trial was conducted with a sample of medical students from 2 Australian universities (N=143). Participants were randomly allocated to 1 of 3 intervention arms (individualized, nonindividualized, and waitlist) using a 1:1:1 allocation ratio. Individualized and nonindividualized participants were blinded to group allocation. The 5-week intervention included an introductory module (stage 1) and on-demand access to short skill training activities (stage 2), which students accessed at their own pace. Stage 2 was either nonindividualized or individualized to meet students’ identified psychological flexibility training needs.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>The mean differences in change from baseline between the intervention groups and the waitlist group were not statistically significant for burnout outcomes: exhaustion (primary; individualized: −0.52, 95% CI −3.70 to 2.65, P=.75; nonindividualized: 1.60, 95% CI −1.84 to 5.03, P=.37), cynicism (individualized: −1.26, 95% CI −4.46 to 1.94, P=.44; nonindividualized: 1.00, 95% CI −2.45 to 4.46, P=.57), and academic efficacy (individualized: 0.94, 95% CI −0.90 to 2.79, P=.32; nonindividualized: 2.02, 95% CI 0.02-4.03, P=.05). Following the intervention, the individualized group demonstrated improved psychological flexibility (0.50, 95% CI 0.12-0.89; P=.01), reduced inflexibility (0.48, 95% CI −0.92 to −0.04; P=.04), and reduced stress (−6.89, 95% CI −12.01 to 5.99; P=.01), and the nonindividualized group demonstrated improved well-being (6.46, 95% CI 0.49-12.42; P=.04) and stress (−6.36, 95% CI −11.90 to −0.83; P=.03) compared with waitlist participants. Between-group differences for the individualized and nonindividualized arms were not statistically significant. High attrition (75/143, 52.4%) was observed.</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>This trial provides early support for the potential benefits of Acceptance and Commitment Training for medical student well-being and psychological outcomes and demonstrates that psychological flexibility and inflexibility can be trained using a smartphone app. Although postintervention burnout outcomes were not statistically significant, improvements in secondary outcomes could indicate early risk mitigation. Replication studies with larger samples and longer-term follow-up are required, and future research should focus on improving implementation frameworks to increase engagement and optimize individualization methods.</jats:p></jats:sec><jats:sec><jats:title>Trial Registration</jats:title><jats:p>Australian New Zealand Clinical Trials Registry 12621000911897; https://tinyurl.com/2p92cwrw</jats:p></jats:sec><jats:sec><jats:title>International Registered Report Identifier (IRRID)</jats:title><jats:p>RR2-10.2196/32992</jats:p></jats:sec>","Intervention Study, Mental Health, Psychological Flexibility, Randomised Controlled Trial, Smartphone Apps"
dunlop2022treat,Treatment of opioid dependence with depot buprenorphine (CAM2038) in custodial settings,"<jats:title>Abstract</jats:title><jats:sec><jats:title>Background and aims</jats:title><jats:p>Opioid agonist treatment is effective but resource intensive to administer safely in custodial settings, leading to significant under‐treatment of opioid dependence in these settings world‐wide. This study assessed the safety of subcutaneous slow‐release depot buprenorphine in custody.</jats:p></jats:sec><jats:sec><jats:title>Design</jats:title><jats:p>Open‐label, non‐randomized trial.</jats:p></jats:sec><jats:sec><jats:title>Setting</jats:title><jats:p>Correctional centres in New South Wales, Australia.</jats:p></jats:sec><jats:sec><jats:title>Participants</jats:title><jats:p>Sixty‐seven men and women, aged ≥ 18 years of various security classifications with a diagnosis of moderate to severe DSM‐5 opioid use disorder currently serving a custodial sentence of ≥ 6 months were recruited between November 2018 and July 2019. Patients not in opioid agonist treatment at recruitment commenced depot buprenorphine; patients already stable on oral methadone treatment were recruited to the comparison arm.</jats:p></jats:sec><jats:sec><jats:title>Intervention and comparator</jats:title><jats:p>Depot buprenorphine (CAM2038 weekly for 4 weeks then monthly) and daily oral methadone.</jats:p></jats:sec><jats:sec><jats:title>Measurements</jats:title><jats:p>Safety was assessed by adverse event (AE) monitoring and physical examinations at every visit. Participants were administered a survey assessing self‐reported diversion and substance use at baseline and weeks 4 and 16.</jats:p></jats:sec><jats:sec><jats:title>Findings</jats:title><jats:p>Retention in depot buprenorphine treatment was 92.3%. Ninety‐four per cent of patients reported at least one adverse event, typically mild and transient. No diversion was identified. The prevalence of self‐reported non‐prescribed opioid use among depot buprenorphine patients decreased significantly between baseline (97%) and week 16 (12%, odds ratio = 0.0035, 95% confidence interval = 0.0007–0.018, <jats:italic>P</jats:italic> &lt; 0.0001).</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>This first study of depot buprenorphine in custodial settings showed treatment retention and outcomes comparable to those observed in community settings and for other opioid agonist treatment used in custodial settings, without increased risk of diversion.</jats:p></jats:sec>","Opioid Agonist Treatment, Randomised Controlled Trial, Retention, Substance Use, Surveys"
edwardho2018presc,Prescription of opioids to post-operative orthopaedic patients at time of discharge from hospital: a prospective observational study,"<jats:title>Abstract</jats:title>
<jats:sec id=""j_sjpain-2017-0149_s_001"">
<jats:title>Background and aims:</jats:title>
<jats:p>Excessive opioid prescribing can lead to adverse consequences including stockpiling, misuse, dependency, diversion and mortality. Increased prescriptions to post-operative inpatients as part of their discharge planning may be a significant contributor. Primary aims included comparing the amount of opioids prescribed, consumed, left unused and their relationship with pain and functionality.</jats:p>
</jats:sec>
<jats:sec id=""j_sjpain-2017-0149_s_002"">
<jats:title>Methods:</jats:title>
<jats:p>A total of 132 consecutive patients who underwent elective orthopaedic surgery were prospectively audited. Daily oral morphine equivalent (DME) of opioids prescribed was compared with opioids consumed and amount left unused 7–10 days after discharge. For analysis, patients were split into three groups: total knee replacement (TKR), hand surgery (Hands), and miscellaneous (Misc).</jats:p>
</jats:sec>
<jats:sec id=""j_sjpain-2017-0149_s_003"">
<jats:title>Results:</jats:title>
<jats:p>The mean dose of opioid prescribed per patient was 108.5 mg DME. TKR consumed 33–35% more opioids than Misc (<jats:italic>p</jats:italic>=0.0283) and Hands (<jats:italic>p</jats:italic>=0.0975). Age was a significant independent factor for opioid consumption in the 50th and 75th percentiles of Hands (<jats:italic>p</jats:italic>≤0.05). An average of 36 mg DME per patient was left unused with Hands having the highest median DME (37 mg) unused. In the total cohort, 26% of patients were discharged with more DME than their last 24 h as an inpatient and had at least 50% of their tablets left unused at follow-up.</jats:p>
</jats:sec>
<jats:sec id=""j_sjpain-2017-0149_s_004"">
<jats:title>Conclusions:</jats:title>
<jats:p>Over-prescription of opioids occurs at discharge which can increase the risk of harm. New intervention is needed to optimise prescribing practises.</jats:p>
</jats:sec>
<jats:sec id=""j_sjpain-2017-0149_s_005"">
<jats:title>Implications:</jats:title>
<jats:p>Changes to prescribing habits and workplace culture are required to minimise unnecessary opioid prescribing but will be challenging to implement. A multi-layered approach of electronic prescribing, opioid stewardship and targeted educational awareness programmes is recommended.</jats:p>
</jats:sec>","Chronic Kidney Disease, Electronic Health Records, Intervention Study, Substance Use"
elizabethafradgley2016cross,Cross-Sectional Data That Explore the Relationship Between Outpatients' Quality of Life and Preferences for Quality Improvement in Oncology Settings,"<jats:sec><jats:title>Purpose:</jats:title><jats:p> This cross-sectional study assessed the association between oncology outpatients' quality improvement preferences and health-related quality of life (HRQoL). Implementation of specific initiatives preferred by patients with lower HRQoL may be a strategic approach to enhancing care for potentially vulnerable patients. </jats:p></jats:sec><jats:sec><jats:title>Methods:</jats:title><jats:p> English-speaking adults were recruited from five outpatient chemotherapy clinics located in New South Wales, Australia. Using touch screen devices, participants selected up to 25 initiatives that would improve their experiences and completed the Functional Assessment of Cancer Therapy-General (FACT-G) survey. The logistic odds of selecting an initiative according to FACT-G scores were calculated to determine whether preferences were associated with HRQoL after controlling for potential confounders. </jats:p></jats:sec><jats:sec><jats:title>Results:</jats:title><jats:p> Of the 411 eligible outpatients approached to participate, 263 (64%) completed surveys. Commonly selected initiatives were up-to-date information on treatment and condition progress (19.8%), access to or information on financial assistance (18.3%), and reduced clinic wait times (17.5%). For those with relatively lower FACT-G scores, the adjusted odds of selecting five initiatives illustrated an increasing trend: convenient appointment scheduling systems (+23% [P = .002]), reduced wait times (+15% [P = .01]), information on medical emergencies (+14% [P = .04]), access to or information on financial assistance (+15% [P = .009]), help to maintain daily living activities (+18% [P = .007]). </jats:p></jats:sec><jats:sec><jats:title>Conclusion:</jats:title><jats:p> Two areas of improvement were commonly selected: easily accessible health services and information and support for self-management. Although the results suggest an association between a few quality improvement preferences and HRQoL, a wider spectrum of patient characteristics must be considered when targeting quality improvement to patient subgroups. </jats:p></jats:sec>","Cancer, Health-Related Quality Of Life, Outpatient Care, Patient Preferences, Quality Improvement"
elizabethfradgley2018syste,System-Wide and Group-Specific Health Service Improvements: Cross-Sectional Survey of Outpatient Improvement Preferences and Associations with Demographic Characteristics,"<jats:p>Efficient patient-centred quality improvement requires an understanding of the system-wide areas of dissatisfaction along with evidence to identify the programs which can be strategically targeted according to specific patient characteristics and preferences. This cross-sectional study reports the proportion of chronic disease outpatients selecting 23 patient-centred improvement initiatives. Using univariate tests and multivariable logistic regressions, this multi-site study also identifies initiatives differentially selected by outpatients according to clinical and demographic characteristics. A total of 475 outpatients participated (49% response). Commonly selected initiatives included: reducing wait-times (22.3%); convenient appointment scheduling (16.0%); and receiving up-to-date treatment information (16.0%). Within univariate tests, preferences for information and service accessibility initiatives were not significantly associated with specific subgroups. However, seven initiatives were preferred according to age, gender, diagnosis status, and chronic disease type within multivariate models. For example, neurology outpatients were more likely to select assistance to manage psychological symptoms when compared to oncology outpatients (OR: 2.89). Study findings suggest that system-wide programs to enhance information provision are strategic approaches to improve experiences across patient characteristics. Furthermore, a few initiatives can be targeted to specific groups and emphasized the importance of detailed scoping analyses and tailored implementation plans when designing patient-centred quality improvement programs.</jats:p>","Chronic Kidney Disease, Cross-Sectional Study, Multivariate Analysis, Patient-Centered Care, Quality Improvement"
english2018break,Breaking up sitting time after stroke (BUST-stroke),"<jats:sec><jats:title>Objectives</jats:title><jats:p> People with stroke sit for long periods each day, which may compromise blood glucose control and increase risk of recurrent stroke. Studies in other populations have found regular activity breaks have a significant immediate (within-day) positive effect on glucose metabolism. We examined the effects of breaking up uninterrupted sitting with frequent, short bouts of light-intensity physical activity in people with stroke on post-prandial plasma glucose and insulin. </jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p> Randomized within-participant crossover trial. We included people between 3 months and 10 years post-stroke, ambulant with minimal assistance and not taking diabetic medication other than metformin. The three experimental conditions (completed in random order) were: sitting for 8 h uninterrupted, sitting with 3 min bouts of light-intensity exercise while standing every 30 min, or sitting with 3 min of walking every 30 min. Meals were standardized and bloods were collected half- to one-hourly via an intravenous cannula. </jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p> A total of 19 participants (9 female, mean [SD] age 68.2 [10.2]) completed the trial. The majority ( n = 12, 63%) had mild stroke symptoms (National Institutes of Stroke Scale score 0–13). There was no significant effect of experimental condition on glucose (mean [SD] positive incremental area [+iAUC] mmol·L·h-1 under the curve during sitting 42.3 [29.5], standing 47.4 [23.1], walking 44.6 [26.5], p = 0.563) or insulin (mean + iAUC pmol·L·h-1 sitting 14,161 [7,560], standing 14,043 [8,312], walking 14,008 [8,269], p = 0.987). </jats:p></jats:sec><jats:sec><jats:title>Conclusion</jats:title><jats:p> Frequent, short bouts of light-intensity physical activity did not have a significant effect on post-prandial plasma glucose and insulin in this sample of people with stroke. Further studies are needed to identify strategies that improve inactivity-related glucose metabolism after stroke. </jats:p></jats:sec>","Glucose Metabolism, Physical Activity, Post-Prandial, Randomized Controlled Trial, Stroke"
english2018frequ,"Frequent, short bouts of light-intensity exercises while standing decreases systolic blood pressure: Breaking Up Sitting Time after Stroke (BUST-Stroke) trial","<jats:sec><jats:title>Background</jats:title><jats:p> Stroke survivors sit for long periods each day. Uninterrupted sitting is associated with increased risk of cardiovascular disease. Breaking up uninterrupted sitting with frequent, short bouts of light-intensity physical activity has an immediate positive effect on blood pressure and plasma clotting factors in healthy, overweight, and type 2 diabetic populations. </jats:p></jats:sec><jats:sec><jats:title>Aim</jats:title><jats:p> We examined the effect of frequent, short bouts of light-intensity physical activity on blood pressure and plasma fibrinogen in stroke survivors. </jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p> Prespecified secondary analyses from a three-armed randomized, within-participant, crossover trial. Participants were 19 stroke survivors (nine female, aged 68 years old, 90% able to walk independently). The experimental conditions were sitting for 8 h uninterrupted, sitting with 3 min bouts of light-intensity exercise while standing every 30 min, or sitting with 3 min of walking every 30 min. Blood pressure was measured every 30 min over 8 h and plasma fibrinogen at the beginning, middle, and end of each day. Intention-to-treat analyses were performed using linear mixed models including fixed effects for condition, period, and order, and a random intercept for participant to account for repeated measures and missing data. </jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p> Sitting with 3 min bouts of light-intensity exercise while standing every 30 min decreased systolic blood pressure by 3.5 mmHg (95% CI 1.7–5.4) compared with sitting for 8 h uninterrupted. For participants not taking antihypertensive medications, sitting with 3 min of walking every 30 min decreased systolic blood pressure by 5.0 mmHg (95% CI −7.9 to 2.0) and sitting with 3 min bouts light-intensity exercise while standing every 30 min decreased systolic blood pressure by 4.2 mmHg (95% CI −7.2 to −1.3) compared with sitting for 8 h uninterrupted. There was no effect of condition on diastolic blood pressure (p = 0.45) or plasma fibrinogen levels (p = 0.91). </jats:p></jats:sec><jats:sec><jats:title>Conclusion</jats:title><jats:p> Frequent, short bouts of light-intensity physical activity decreases systolic blood pressure in stroke survivors. However, before translation into clinical practice, the optimal duration and timing of physical activity bouts needs to be determined. </jats:p></jats:sec><jats:sec><jats:title>Clinical trial registration</jats:title><jats:p> Australian and New Zealand Clinical Trials Registry http://www.anzctr.org.au ANZTR12615001189516. </jats:p></jats:sec>","- Randomized Controlled Trial
- Cardiovascular Disease
- Strokesurvivors"
english2024secon,Secondary prevention of stroke. A telehealth-delivered physical activity and diet pilot randomized trial (ENAbLE-pilot),"<jats:p>&lt;b&gt;&lt;i&gt;Background:&lt;/i&gt;&lt;/b&gt; Increasing physical activity (PA) and improving diet quality are opportunities to improve secondary stroke prevention, but access to appropriate services is limited. Interventions co-designed with stroke survivors and delivered by telehealth are a potential solution. &lt;b&gt;&lt;i&gt;Aim:&lt;/i&gt;&lt;/b&gt; The aim of this study is to test the feasibility, safety, and potential efficacy of a 6-month, telehealth-delivered PA and/or dietary (DIET) intervention. &lt;b&gt;&lt;i&gt;Methods:&lt;/i&gt;&lt;/b&gt; Pilot randomized trial. 80 adults with previous stroke who are living at home with Internet access and able to exercise will be randomized in a 2 × 2 factorial (4-arm) pilot randomized, open-label, blinded outcome assessment trial to receive PA, DIET, PA + DIET, or control interventions via telehealth. The PA intervention aims to support participants to meet the minimum recommended levels of PA (150 min/week moderate exercise), and the DIET intervention aims to support participants to follow the AusMed (Mediterranean-style) diet. The control group receives usual care plus education about PA and healthy eating. The co-primary outcomes are feasibility (proportion and characteristics of eligible participants enrolled and proportion of scheduled intervention sessions attended) and safety (adverse events) at 6 months. The secondary outcomes include recurrent stroke risk factors (blood pressure, physical activity levels, and diet quality), fatigue, mood, and quality of life. Outcomes are measured at 3, 6, and 12 months. &lt;b&gt;&lt;i&gt;Conclusion:&lt;/i&gt;&lt;/b&gt; This trial will produce evidence for the feasibility, safety, and potential effect of telehealth-delivered PA and DIET interventions for people with stroke. Results will inform development of an appropriately powered trial to test effectiveness to reduce major risk factors for recurrent stroke. &lt;b&gt;&lt;i&gt;Trial registration:&lt;/i&gt;&lt;/b&gt; ACTRN12620000189921. </jats:p>","Diet Quality, Physical Activity, Randomized Controlled Trial, Stroke Prevention, Telehealth"
evangelou2018errat,"Erratum to: Genetic analysis of over 1 million people identifies 535 new loci associated with blood pressure traits (Nature Genetics, (2018), 50, 10, (1412-1425), 10.1038/s41588-018-0205-x)","<jats:title>Abstract</jats:title><jats:p>High blood pressure is the foremost heritable global risk factor for cardiovascular disease. We report the largest genetic association study of blood pressure traits to date (systolic, diastolic, pulse pressure) in over one million people of European ancestry. We identify 535 novel blood pressure loci that not only offer new biological insights into blood pressure regulation but also reveal shared loci influencing lifestyle exposures. Our findings offer the potential for a precision medicine strategy for future cardiovascular disease prevention.</jats:p>","Cardiovascular Disease, Genetic Association Studies, Genomic Association Studies, Multivariate Analysis"
